id,transactionId,barcode,deleted,finalPrice,itemPrice,priceAfterCoupon,discountedItemPrice,originalFinalPrice,quantityPurchased,originalMetaBriteItemPrice,partnerItemId,metabriteCampaignId,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,needsFetchReview,needsFetchReviewReason,originalMetaBriteBarcode,originalMetaBriteQuantityPurchased
284,101,043000058145,1,9.99,9.99,,,,1.0,,3,,,1,,,1,,,
285,101,043000058145,1,9.99,9.99,,,,1.0,,4,,,1,,,1,,,
286,101,043000058145,1,9.99,9.99,,,,1.0,,5,,,1,,,1,,,
287,102,044700074602,1,1,1,,,,1.0,,1,,,1,,,1,,,
288,103,021000007561,1,4.66,4.66,,,,4.0,,1,,,1,,,1,,,
289,104,043000013229,1,4.66,4.66,,,,4.0,,1,,,1,,,1,,,
290,105,043000000960,1,5,5,,,,1.0,,1,,,1,,,1,,,
291,105,043000000960,1,5,5,,,,1.0,,2,,,1,,,1,,,
292,105,043000000960,1,5,5,,,,1.0,,3,,,1,,,1,,,
293,105,043000000960,1,5,5,,,,1.0,,4,,,1,,,1,,,
294,105,043000000960,1,5,5,,,,1.0,,5,,,1,,,1,,,
295,106,013000657600,1,1,1,,,,1.0,,1,,,1,,,1,,,
296,106,013000657600,1,1,1,,,,1.0,,2,,,1,,,1,,,
297,106,013000657600,1,1,1,,,,1.0,,3,,,1,,,1,,,
298,106,013000657600,1,1,1,,,,1.0,,4,,,1,,,1,,,
299,106,013000657600,1,1,1,,,,1.0,,5,,,1,,,1,,,
300,106,013000657600,1,1,1,,,,1.0,,6,,,1,,,1,,,
301,106,013000657600,1,1,1,,,,1.0,,7,,,1,,,1,,,
302,106,013000657600,1,1,1,,,,1.0,,8,,,1,,,1,,,
303,106,013000657600,1,1,1,,,,1.0,,9,,,1,,,1,,,
304,106,013000657600,1,1,1,,,,1.0,,10,,,1,,,1,,,
305,107,017696004519,1,9.99,9.99,,,,1.0,,1,,,1,,,1,,,
306,108,,1,13.48,13.48,,13.48,,2.0,,1010,,,1,,,1,,,
307,108,,1,17.94,17.94,,17.94,,6.0,,1013,,,1,,,1,,,
308,108,012000809941,1,1.96,1.96,,1.96,,2.0,,1016,PEPSI 12 OZ 12 PACK,,1,,,1,,,
